gid,entidad,geom,fna,gna,nam,fdc,sag
34880,1,POINT(-59.7935449999999 -34.179426),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Capitán Sarmiento,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Capitán Sarmiento,Ministerio del Interior,IGN
34881,1,POINT(-61.3528279999999 -35.618014),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Carlos Casares,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Carlos Casares,Ministerio del Interior,IGN
34882,1,POINT(-62.981264 -40.7998519999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Carmen de Patagones,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Carmen de Patagones,Ministerio del Interior,IGN
34883,1,POINT(-58.5618709999999 -34.5983689999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Caseros,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Caseros,Ministerio del Interior,IGN
34884,1,POINT(-60.4692039999999 -34.641044),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Chacabuco,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Chacabuco,Ministerio del Interior,IGN
34885,1,POINT(-58.014333 -35.573275),Universidad Empresarial Siglo 21 Instituto San Juan Bautista,Universidad,Empresarial Siglo 21 Instituto San Juan Bautista,Ministerio del Interior,IGN
34886,1,POINT(-60.0230359999999 -34.8965219999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Chivilcoy,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Chivilcoy,Ministerio del Interior,IGN
34887,1,POINT(-58.0445819999999 -34.869543),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario City Bell,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario City Bell,Ministerio del Interior,IGN
34888,1,POINT(-61.103872 -33.8900869999999),Universidad Empresarial Siglo 21 Centro de Estudios Universitarios,Universidad,Empresarial Siglo 21 Centro de Estudios Universitarios,Ministerio del Interior,IGN
34889,1,POINT(-61.93715 -37.458672),Universidad Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y Sociales Coronel Suárez,Universidad,Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y S*,Ministerio del Interior,IGN
34890,1,POINT(-57.6858799999999 -36.301903),Universidad Empresarial Siglo 21 Centro de Capacitación Profesional,Universidad,Empresarial Siglo 21 Centro de Capacitación Profesional,Ministerio del Interior,IGN
34891,1,POINT(-58.634563 -34.4957239999999),Universidad Empresarial Siglo 21 Cenedudes,Universidad,Empresarial Siglo 21 Cenedudes,Ministerio del Interior,IGN
34892,1,POINT(-58.256789 -34.791783),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Florencio Varela,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Florencio Varela,Ministerio del Interior,IGN
34893,1,POINT(-58.944127 -34.931227),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario General Las Heras,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario General Las Heras,Ministerio del Interior,IGN
34894,1,POINT(-57.136695 -36.997672),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario General Madariaga,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario General Madariaga,Ministerio del Interior,IGN
34895,1,POINT(-58.6288039999999 -34.457323),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario General Pacheco,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario General Pacheco,Ministerio del Interior,IGN
34896,1,POINT(-58.9538019999999 -34.607604),Universidad Empresarial Siglo 21 Instituto Cai General Rodriguez,Universidad,Empresarial Siglo 21 Instituto Cai General Rodriguez,Ministerio del Interior,IGN
34897,1,POINT(-63.014977 -35.0317499999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario General Villegas,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario General Villegas,Ministerio del Interior,IGN
34898,1,POINT(-58.6348659999999 -34.591513),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Hurlingham,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Hurlingham,Ministerio del Interior,IGN
34899,1,POINT(-58.6597199999999 -34.652429),Universidad Empresarial Siglo 21 Escuela Cristiana Evangélica Argentina (Ecea),Universidad,Empresarial Siglo 21 Escuela Cristiana Evangélica Argentina (Ecea),Ministerio del Interior,IGN
34900,1,POINT(-58.752111 -34.5220409999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario José C. Paz,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario José C. Paz,Ministerio del Interior,IGN
34901,1,POINT(-60.947083 -34.5939309999999),Universidad Empresarial Siglo 21 Centro de Estudios Superiores Junín,Universidad,Empresarial Siglo 21 Centro de Estudios Superiores Junín,Ministerio del Interior,IGN
34902,1,POINT(-57.9611209999999 -34.921397),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Plata 1,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Plata 1,Ministerio del Interior,IGN
34903,1,POINT(-57.954414 -34.926365),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Plata 2,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Plata 2,Ministerio del Interior,IGN
34904,1,POINT(-58.521787 -34.679766),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Tablada,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Tablada,Ministerio del Interior,IGN
34905,1,POINT(-58.392099 -34.709754),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Lanús,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Lanús,Ministerio del Interior,IGN
34906,1,POINT(-61.532325 -34.868444),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Lincoln,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Lincoln,Ministerio del Interior,IGN
34907,1,POINT(-58.398219 -34.754586),Universidad Empresarial Siglo 21 Escuela de Psicología Social 3,Universidad,Empresarial Siglo 21 Escuela de Psicología Social 3,Ministerio del Interior,IGN
34908,1,POINT(-58.402529 -34.7603339999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Lomas de Zamora,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Lomas de Zamora,Ministerio del Interior,IGN
34909,1,POINT(-59.116652 -34.5688709999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Luján 2,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Luján 2,Ministerio del Interior,IGN
34910,1,POINT(-57.553757 -37.997332),Universidad Empresarial Siglo 21 Cau Mar del Plata,Universidad,Empresarial Siglo 21 Cau Mar del Plata,Ministerio del Interior,IGN
34911,1,POINT(-57.5732379999999 -38.0004299999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Mar Del Plata,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Mar Del Plata,Ministerio del Interior,IGN
34912,1,POINT(-58.833491 -34.7771779999999),Universidad Empresarial Siglo 21 Escuela Modelo San Marcos,Universidad,Empresarial Siglo 21 Escuela Modelo San Marcos,Ministerio del Interior,IGN
34913,1,POINT(-59.432215 -34.6474459999999),Universidad Empresarial Siglo 21 Cei,Universidad,Empresarial Siglo 21 Cei,Ministerio del Interior,IGN
34914,1,POINT(-58.727526 -34.667656),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Merlo Buenos Aires,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Merlo Buenos Aires,Ministerio del Interior,IGN
34915,1,POINT(-57.838835 -38.271171),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Miramar,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Miramar,Ministerio del Interior,IGN
34916,1,POINT(-58.4685259999999 -34.8160389999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Monte Grande,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Monte Grande,Ministerio del Interior,IGN
34917,1,POINT(-58.789317 -34.6477609999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Moreno,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Moreno,Ministerio del Interior,IGN
34918,1,POINT(-58.619547 -34.650516),Universidad Empresarial Siglo 21 Red Edu,Universidad,Empresarial Siglo 21 Red Edu,Ministerio del Interior,IGN
34919,1,POINT(-58.628823 -34.6570199999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Morón,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Morón,Ministerio del Interior,IGN
34920,1,POINT(-58.73517 -38.551544),Universidad Empresarial Siglo 21 Asociación de Estudios Superiores Rio Quequen,Universidad,Empresarial Siglo 21 Asociación de Estudios Superiores Rio Quequen,Ministerio del Interior,IGN
34921,1,POINT(-60.3260749999999 -36.8933039999999),Universidad Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y Sociales Olavarría,Universidad,Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y S*,Ministerio del Interior,IGN
34922,1,POINT(-58.494499 -34.5150869999999),Universidad Empresarial Siglo 21 Instituto Esba Florida,Universidad,Empresarial Siglo 21 Instituto Esba Florida,Ministerio del Interior,IGN
34923,1,POINT(-63.154232 -36.272667),Universidad Empresarial Siglo 21 Sociedad Rural de Pellegrini,Universidad,Empresarial Siglo 21 Sociedad Rural de Pellegrini,Ministerio del Interior,IGN
34967,1,POINT(-65.0375989999999 -42.769599),Universidad Empresarial Siglo 21 High Street Institute,Universidad,Empresarial Siglo 21 High Street Institute,Ministerio del Interior,IGN
34924,1,POINT(-60.569916 -33.893185),Universidad Empresarial Siglo 21 Instituto Federal de Educación (Ifed),Universidad,Empresarial Siglo 21 Instituto Federal de Educación (Ifed),Ministerio del Interior,IGN
34925,1,POINT(-58.9194209999999 -34.451874),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Pilar,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Pilar,Ministerio del Interior,IGN
34926,1,POINT(-62.077821 -38.881637),Universidad Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y Sociales Punta Alta,Universidad,Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y S*,Ministerio del Interior,IGN
34927,1,POINT(-58.253368 -34.7243369999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Quilmes,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Quilmes,Ministerio del Interior,IGN
34928,1,POINT(-60.00083 -33.4807699999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Ramallo,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Ramallo,Ministerio del Interior,IGN
34929,1,POINT(-58.5628169999999 -34.6399099999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Ramos Mejia,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Ramos Mejia,Ministerio del Interior,IGN
34930,1,POINT(-59.7765939999999 -35.6385779999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Cuenca del Río Salado,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Cuenca del Río Salado,Ministerio del Interior,IGN
34931,1,POINT(-60.251906 -34.2903889999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Salto,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Salto,Ministerio del Interior,IGN
34932,1,POINT(-59.474701 -34.2467789999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario San Antonio de Areco,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario San Antonio de Areco,Ministerio del Interior,IGN
34933,1,POINT(-61.117921 -36.2258639999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Bolivar,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Bolivar,Ministerio del Interior,IGN
34934,1,POINT(-58.510452 -34.46692),Universidad Empresarial Siglo 21 Red Lincoln San Isidro,Universidad,Empresarial Siglo 21 Red Lincoln San Isidro,Ministerio del Interior,IGN
34935,1,POINT(-58.5627959999999 -34.674592),Universidad Empresarial Siglo 21 Red Edu San Justo,Universidad,Empresarial Siglo 21 Red Edu San Justo,Ministerio del Interior,IGN
34936,1,POINT(-58.532544 -34.5736459999999),Universidad Empresarial Siglo 21 Cau San Martín 1,Universidad,Empresarial Siglo 21 Cau San Martín 1,Ministerio del Interior,IGN
34937,1,POINT(-58.537049 -34.5774549999999),Universidad Empresarial Siglo 21 Cau San Martín 2,Universidad,Empresarial Siglo 21 Cau San Martín 2,Ministerio del Interior,IGN
34938,1,POINT(-58.715837 -34.5450749999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario San Miguel,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario San Miguel,Ministerio del Interior,IGN
34939,1,POINT(-58.7108049999999 -34.542906),Universidad Empresarial Siglo 21 Cau Educentro,Universidad,Empresarial Siglo 21 Cau Educentro,Ministerio del Interior,IGN
34940,1,POINT(-60.21583 -33.329495),Universidad Empresarial Siglo 21 Instituto Blaise Pascal,Universidad,Empresarial Siglo 21 Instituto Blaise Pascal,Ministerio del Interior,IGN
34941,1,POINT(-59.663917 -33.6750919999999),Universidad Empresarial Siglo 21 Mega Computación,Universidad,Empresarial Siglo 21 Mega Computación,Ministerio del Interior,IGN
34942,1,POINT(-59.671327 -33.6780939999999),Universidad Empresarial Siglo 21 Instituto Superior San Pedro,Universidad,Empresarial Siglo 21 Instituto Superior San Pedro,Ministerio del Interior,IGN
34943,1,POINT(-56.7060529999999 -36.532257),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Teresita 2,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Teresita 2,Ministerio del Interior,IGN
34944,1,POINT(-56.6896419999999 -36.5384539999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Teresita,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Teresita,Ministerio del Interior,IGN
34966,1,POINT(-71.3001 -42.907369),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Esquel,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Esquel,Ministerio del Interior,IGN
34945,1,POINT(-59.1404699999999 -37.325077),Universidad Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y Sociales Tandil,Universidad,Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y S*,Ministerio del Interior,IGN
34946,1,POINT(-58.398 -34.7706049999999),Universidad Empresarial Siglo 21 Instituto Superior San Agustin,Universidad,Empresarial Siglo 21 Instituto Superior San Agustin,Ministerio del Interior,IGN
34947,1,POINT(-58.585687 -34.41984),Universidad Empresarial Siglo 21 Asociación Civil Marcos Sastre,Universidad,Empresarial Siglo 21 Asociación Civil Marcos Sastre,Ministerio del Interior,IGN
34948,1,POINT(-62.741075 -35.97406),Universidad Empresarial Siglo 21 Colegio Príncipe de Paz,Universidad,Empresarial Siglo 21 Colegio Príncipe de Paz,Ministerio del Interior,IGN
34949,1,POINT(-60.2720009999999 -38.379993),Universidad Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y Sociales Tres Arroyos,Universidad,Empresarial Siglo 21 Ices Instituto de Educación Superior en Ciencias Empresariales y S*,Ministerio del Interior,IGN
34950,1,POINT(-58.4815 -34.5360509999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Vicente López,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Vicente López,Ministerio del Interior,IGN
34951,1,POINT(-58.555585 -34.548887),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Villa Ballester,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Villa Ballester,Ministerio del Interior,IGN
34952,1,POINT(-56.974192 -37.2570899999999),Universidad Empresarial Siglo 21 Cevige (Cooperativa de Electricidad Villa Gesell),Universidad,Empresarial Siglo 21 Cevige (Cooperativa de Electricidad Villa Gesell),Ministerio del Interior,IGN
34953,1,POINT(-58.330914 -34.710228),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Wilde,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Wilde,Ministerio del Interior,IGN
34954,1,POINT(-59.024391 -34.0986789999999),Universidad Empresarial Siglo 21 Cai Educativa Zarate,Universidad,Empresarial Siglo 21 Cai Educativa Zarate,Ministerio del Interior,IGN
